phases of 900 antenna elements 
for inverse design comparison results of array factor in Fig. 7
Original phases : P1
Predicted phases:  P2

  P1                             P2
101.22 		153.13
62.97 		-42.16
3.22 		70.86
-4.82 		177.88
103.24 		-147.87
24.62 		66.5
55.74 		-21.34
-57.87 		-180
8.72 		168.65
82.97 		-132.26
159.61 		-30.42
21.89 		23.09
-28.15 		180
35.34 		-104.02
-5.25 		98.32
-166.22 		-150.71
-90.23 		36.67
91.22 		100.27
16.45 		113.85
146.09 		-3.68
-117.89 		58.47
-152.78 		66.41
140.37 		180
19.25 		0.25
-123.75 		180
-48.49 		112.8
-33.85 		-165.89
35.22 		-13.83
44.00 		-61.21
-105.13 		-76.81
-101.06 		101.5
62.04 		175.67
-111.08 		-63.63
119.50 		115.41
14.55 		27.26
71.98 		42.39
-152.81 		-37.41
-61.87 		180
-104.72 		90.2
-69.03 		-180
-5.16 		13.29
175.11 		-29.49
73.05 		168.65
135.86 		143.55
12.62 		-52.56
64.40 		76.98
56.31 		-162.79
48.13 		142.9
-58.90 		-165.01
-18.25 		180
-157.01 		-72.62
162.29 		138.2
-45.87 		-66.75
105.50 		-48.62
-75.27 		180
-127.74 		98.64
-123.29 		58.84
151.89 		91.22
-62.73 		150.04
-92.14 		180
176.40 		141.98
-120.80 		77.53
49.74 		-131.28
33.21 		-103.76
-82.38 		-131.7
158.49 		135.83
-166.50 		45.58
87.64 		-94.25
-90.45 		-38.7
-158.72 		32.05
28.07 		-180
-86.53 		61.07
147.89 		139.81
92.83 		-15.72
16.54 		-97.37
35.40 		62.6
-72.55 		-33.89
126.24 		-7.37
-96.26 		-136.23
-90.71 		-26.65
-114.57 		25.98
-49.62 		-180
-147.30 		175.79
167.82 		70.36
62.55 		180
-9.75 		142.68
-37.22 		-83.41
80.99 		-112.56
15.24 		-156.94
-115.35 		-72.27
-1.80 		53.33
-139.91 		59.18
119.13 		23.82
112.09 		139.37
36.12 		106.39
-65.93 		175.62
-54.94 		-106.25
123.97 		75.23
-54.89 		-80.78
-126.11 		180
-143.98 		-26.03
154.06 		82.74
175.40 		-54.39
-110.95 		144.21
117.74 		-29.4
142.13 		-153.02
62.08 		99.71
-106.03 		-111.36
145.43 		-55.85
-169.32 		-86.42
29.47 		55.54
5.86 		96.03
-49.11 		-38.76
24.33 		-49.79
-23.64 		-29.89
-157.41 		57.52
34.90 		82.94
-118.05 		-93.83
-156.00 		-157.85
162.87 		-153.91
-42.21 		-141.1
-161.73 		141.29
-106.61 		-17.68
104.64 		180
-127.13 		-80.98
-13.77 		-58.84
161.95 		96.66
-151.66 		-81.89
156.08 		-32.22
7.74 		180
44.69 		-62.28
-139.42 		-111.91
-10.96 		24.91
58.30 		-2.64
-114.29 		-105.27
-109.79 		180
136.50 		-180
22.50 		104.2
-164.39 		45.44
-95.43 		35.37
159.25 		-40.82
67.33 		-142.35
145.48 		34.92
76.49 		-60.6
-9.99 		-115.6
65.03 		180
-11.49 		180
-34.13 		-138.62
145.80 		-120.05
50.28 		7.26
177.29 		-173.57
120.10 		-152.69
-14.92 		-180
2.17 		-82.65
26.91 		-2.85
19.06 		-70.18
-1.70 		-64
44.49 		-51.12
-149.27 		-58.3
3.60 		138.58
-34.06 		-70.81
-16.51 		172.36
100.39 		-180
-173.80 		58.49
-133.27 		23.51
54.51 		-77.92
24.55 		-114.29
-68.24 		-15.9
-145.47 		-180
-30.34 		8.05
-178.31 		-139.2
-149.94 		51.61
-115.47 		71.39
-138.79 		-159.92
-19.86 		-88.26
159.63 		59.37
24.24 		58.75
-112.20 		120.67
-140.60 		69.37
-4.58 		-129.57
-22.34 		-93.05
-103.73 		-9.9
177.27 		-80.9
-168.97 		53.95
42.67 		-53.62
-71.60 		-180
167.25 		-142.43
-135.31 		147.12
-3.29 		121.61
57.94 		117.19
-13.20 		124.75
-175.45 		127.84
-26.99 		180
-21.36 		120.62
120.12 		-180
-39.98 		10.95
64.14 		10.28
-46.04 		-103.44
-30.05 		-33.28
-130.96 		-15.87
97.55 		1.36
-75.93 		-50.27
-165.84 		-180
-154.51 		180
-84.61 		160.14
-39.97 		140.12
-5.94 		-45.77
-118.84 		97.51
43.51 		30.88
-176.57 		-126.43
-152.09 		-142.64
32.57 		-106.01
-30.93 		-0.19
-2.26 		-145.18
168.73 		140.38
-99.39 		74.47
74.46 		8.29
25.29 		-45.6
-124.47 		79.34
-13.62 		114.81
-134.02 		173.27
-162.00 		35.86
5.55 		134.57
-149.90 		-145.35
-163.87 		-62.59
76.60 		-128.4
175.59 		-152.68
-18.68 		167.35
152.84 		46.63
39.75 		-1.56
-103.70 		64.3
134.16 		-145.24
-64.01 		116.68
-90.49 		-1.53
34.93 		-55.27
-94.13 		28.99
-77.85 		59.05
163.63 		-163.24
169.27 		180
45.23 		-11.81
-49.21 		13.77
-31.67 		180
-37.05 		56.28
-64.31 		-13.92
123.81 		21.46
170.45 		-89.93
-8.20 		103.02
38.74 		-180
-58.82 		-180
-52.29 		-59.68
104.70 		101.69
-46.26 		25.46
100.27 		28.5
-79.09 		37.98
-102.66 		151.85
49.44 		-167.53
43.23 		-4.46
93.79 		-103.85
67.07 		-151.2
-145.96 		-90.02
80.93 		-102.39
-168.44 		-180
-101.01 		44.13
179.66 		126.92
104.32 		138.19
49.46 		-48.39
-70.54 		41.79
32.95 		53.52
15.27 		37.97
150.31 		101.42
-159.54 		55.88
-15.02 		180
175.01 		-41.97
94.82 		146.71
158.27 		115.71
157.99 		28.17
7.42 		-117.52
-80.02 		-28.11
-45.31 		45.24
-167.66 		10.64
127.89 		82.98
85.70 		180
-130.61 		15.51
157.42 		26.25
165.27 		-26.38
-86.08 		-180
-133.65 		-28.37
-92.84 		-118.26
-110.83 		134.66
-104.11 		66.79
-36.12 		63.55
65.22 		-167.87
-168.40 		110.73
-169.07 		40.99
-80.26 		-127.37
110.77 		24.85
-40.22 		-136.42
-124.81 		-53.07
-19.17 		147.07
-115.74 		-180
98.34 		-98.61
-85.80 		-125.87
-126.14 		-107.02
-133.33 		73.14
-21.40 		53.25
92.56 		-87.02
-106.79 		-68.71
-170.78 		-180
105.88 		133.76
-46.75 		54.99
49.95 		-159.45
-28.73 		-156.57
-0.83 		-180
119.57 		118.58
-52.31 		-142.11
62.79 		-180
104.86 		156.38
-179.59 		-180
157.13 		70.64
-173.92 		-152.46
121.53 		180
124.91 		49.38
-25.39 		145.42
-66.25 		110.57
-73.16 		64.87
164.52 		46.53
92.05 		-20.01
-14.05 		36.26
99.00 		55.79
-3.34 		-115.08
153.81 		-119.48
10.65 		-132.29
109.62 		180
106.91 		-72.85
-55.52 		0.64
-5.67 		17.46
119.43 		118.87
155.34 		180
-48.05 		94.67
-0.18 		-138.77
-134.74 		63.53
-9.90 		180
-38.56 		97.21
-40.55 		-133.05
31.95 		-180
21.62 		156.11
176.33 		-128.63
140.73 		17.76
-74.81 		39.33
-27.97 		-113.63
142.54 		-158.41
-82.37 		22.62
-38.08 		-149.54
101.40 		-56.53
-3.22 		154.42
-113.29 		-180
-85.52 		-130.66
-15.00 		-121.46
69.31 		-11.55
-20.39 		-5.77
-178.14 		96.03
59.71 		-111.65
-113.38 		-129.73
69.17 		-180
-138.18 		-180
37.94 		22.65
126.41 		-56.8
-36.59 		-4.16
-17.57 		-24.32
-113.19 		149.03
-9.75 		-13.59
-83.93 		57.75
97.86 		-11.99
-37.31 		30.73
-163.21 		-156.68
-5.93 		-180
-93.93 		100.63
-113.44 		153.6
58.29 		25.21
-30.89 		145.46
115.42 		1.9
99.87 		-23.93
137.01 		-25.49
-142.45 		-124.19
132.97 		180
12.94 		90.12
175.70 		152.49
36.90 		14.96
-19.03 		-129.09
102.05 		159.86
-71.72 		-10.73
-148.00 		13.44
91.89 		28.34
-14.77 		-1.31
-126.29 		-10.23
-47.10 		-126.4
-85.28 		178.55
103.84 		100.18
-169.76 		119.04
56.52 		29.45
-158.57 		149.64
99.80 		-176.34
33.43 		9.11
28.89 		-136.29
-178.79 		-150.8
-110.52 		-158.87
-94.64 		-118.52
-125.50 		121.94
0.34 		180
162.51 		-180
-60.65 		-15.78
-129.36 		124.64
89.67 		-120.09
-162.15 		-41.07
-21.25 		29.65
128.13 		93.89
-15.68 		-76.14
125.27 		-48.84
-93.35 		-120.47
-99.59 		44.56
158.04 		-134.29
-20.99 		101.22
143.73 		-32.22
5.51 		-3.52
87.10 		-7.3
92.17 		118.32
-66.36 		-104.83
-179.48 		-82.15
-147.83 		148.67
-160.72 		15.05
99.81 		-14.73
54.29 		-89.21
-166.71 		-100.66
-80.28 		14.35
87.08 		180
108.89 		105.91
16.75 		2.16
166.01 		-7.68
-118.63 		-58.75
128.27 		-52.63
-112.75 		-36.78
-86.14 		-14.84
74.66 		-155.35
-61.05 		-24.12
143.65 		-10.31
47.85 		-180
-126.15 		-118.71
-10.09 		-4.62
9.99 		-180
89.68 		41.55
-75.27 		-180
58.06 		118.29
-48.04 		124.79
-41.77 		-27.06
-163.45 		-180
-22.74 		167.84
84.30 		-113.07
125.71 		-5.08
106.25 		-15.66
54.09 		-180
97.66 		60.37
99.18 		-4.22
126.37 		161.36
-67.46 		95.9
89.39 		-88.89
-8.47 		-114.22
-34.84 		-180
-167.88 		165.72
104.31 		-9.43
-38.95 		115.28
63.51 		-26.63
-59.93 		3.56
132.25 		73.77
83.81 		130.96
123.82 		55.9
-116.03 		-55.84
155.54 		7.72
-115.26 		2.39
159.33 		135.4
-30.09 		-20.65
-3.26 		-134.6
-99.20 		-26.7
143.79 		-146.89
-23.59 		11.19
-64.13 		81.41
165.31 		149.54
-92.25 		180
-158.51 		102.71
169.53 		28.49
86.10 		93.17
75.00 		180
156.11 		95.39
54.36 		-42.41
-119.16 		-30.41
-1.98 		-143.8
72.11 		-79.08
84.56 		160.8
125.29 		-180
-37.13 		-44.89
78.67 		31.86
-129.45 		165.95
114.99 		-60.13
-13.12 		-38.79
39.09 		-144.21
0.25 		123.78
-115.93 		52.37
-68.82 		122.41
68.24 		90.89
-95.69 		82.41
85.44 		8.83
-131.47 		-63.2
77.20 		-109.4
-139.83 		59.48
64.40 		106.79
2.14 		151.98
100.60 		36.67
-112.12 		-180
133.82 		-180
109.42 		54.82
58.53 		137.9
-65.12 		-26.19
151.20 		-113.16
135.23 		-15.3
-19.40 		37.11
163.44 		14.89
35.88 		-132.65
53.00 		23.39
128.24 		-20.94
134.41 		58.91
121.82 		170.95
-149.30 		-4.03
28.05 		-9.33
1.00 		-157.11
-21.56 		114.61
-123.80 		61.4
-9.36 		139.42
-24.34 		-180
-56.88 		43.72
-55.61 		98.67
153.42 		49.65
-137.46 		-180
-137.46 		170.67
-167.45 		180
38.27 		-3.95
-106.96 		9.39
79.68 		-32.36
16.43 		3.64
-152.36 		77.72
-114.66 		28.52
124.11 		-153.56
112.62 		-79.26
-21.59 		78.82
98.33 		-127.39
31.19 		180
-61.93 		30.56
-109.08 		-42.51
166.25 		-46.26
-18.36 		-36.2
100.08 		-70.44
-33.94 		180
119.09 		-68.38
-67.49 		-180
-126.49 		-112.3
98.93 		-82.2
0.56 		-47
-41.94 		180
130.68 		-144.11
-141.31 		-165.23
-36.84 		116.81
-129.68 		-180
40.91 		-69.35
-87.03 		161.36
-124.17 		-4.81
-9.92 		180
-175.38 		116.13
43.70 		116.6
-62.05 		-174.98
74.69 		61.91
-4.37 		-112.15
-98.42 		32.51
-110.13 		38.75
-121.99 		2.52
118.67 		23.75
-32.43 		-18.1
-95.18 		27.95
-42.95 		-78.38
173.31 		174.49
72.81 		-5.76
-13.60 		-24.36
-2.31 		18.32
-18.25 		120.26
57.15 		-47.19
-39.97 		-36.21
-10.05 		-14.25
69.51 		10.79
-11.11 		29.18
6.04 		-139.77
100.69 		-35.5
-87.29 		180
-144.02 		-80.44
55.71 		81.44
-145.83 		65.36
-152.64 		-93.51
140.19 		-48.45
-137.06 		10.12
22.54 		46.19
-105.48 		-153.16
-109.58 		-36.98
49.16 		85.11
-42.71 		63.61
-12.68 		-101.34
-51.07 		-81.78
-4.30 		104.52
-156.38 		81.81
-134.91 		-62.06
-89.78 		-79.69
80.61 		107.18
-130.39 		101.64
-12.53 		-29.73
5.05 		35.41
-7.13 		180
-120.30 		-180
92.58 		4.7
-123.95 		-49.08
150.13 		167.35
5.65 		180
86.91 		138.98
-157.45 		125.22
-11.25 		-49.89
-31.81 		78.49
148.11 		0.78
-161.51 		-12.34
-73.94 		111.31
-16.36 		-47.48
-43.59 		-74.7
-69.68 		-4.07
-62.63 		26.7
-91.27 		-47.19
-167.35 		-72.11
117.80 		94.85
-1.48 		-50.41
-56.55 		-13.82
-122.81 		-180
-125.13 		24.74
2.36 		45.82
-45.32 		22.91
-76.44 		133.62
-59.64 		69.34
50.22 		119.62
34.55 		-108.3
-156.04 		-62.73
-46.63 		-1.33
23.15 		-169.59
-174.57 		0.36
174.52 		180
-115.91 		-131.97
85.18 		50.38
-179.51 		-83.16
174.00 		-124.56
-112.72 		-180
-119.08 		13.93
165.42 		6.32
14.08 		16.93
-144.22 		-105.63
5.37 		-23.85
-9.39 		-105.17
-25.08 		-24.84
39.81 		-47.07
-162.50 		82.86
-9.02 		-36.45
41.96 		-148.19
